,CustomerID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,target
1032,1032,63,retired,married,secondary,no,708.0,no,no,cellular,17.0,nov,168.0,2.0,-1.0,0.0,no
1033,1033,63,unemployed,married,primary,no,0.0,no,no,telephone,30.0,nov,337.0,3.0,-1.0,0.0,no
1034,1034,63,housemaid,married,tertiary,no,1528.0,no,no,cellular,18.0,jan,309.0,2.0,95.0,3.0,no
1035,1035,63,retired,married,secondary,no,2716.0,no,no,cellular,25.0,jan,205.0,1.0,-1.0,0.0,no
1036,1036,63,retired,married,secondary,no,474.0,no,no,cellular,25.0,jan,423.0,1.0,-1.0,0.0,yes
1037,1037,63,technician,married,secondary,no,896.0,yes,no,cellular,28.0,jan,115.0,3.0,91.0,4.0,no
1038,1038,63,housemaid,married,secondary,no,2.0,no,no,cellular,4.0,feb,45.0,2.0,93.0,1.0,no
1039,1039,63,retired,married,unknown,no,1849.0,no,no,cellular,25.0,feb,125.0,6.0,177.0,2.0,no
1040,1040,63,technician,married,secondary,no,973.0,no,no,cellular,25.0,feb,318.0,1.0,388.0,1.0,yes
1041,1041,63,retired,married,secondary,no,2896.0,no,no,cellular,4.0,mar,180.0,2.0,-1.0,0.0,yes
1042,1042,63,unknown,married,secondary,no,367.0,no,no,telephone,4.0,mar,262.0,1.0,178.0,6.0,no
1043,1043,63,blue-collar,married,primary,no,115.0,no,no,telephone,27.0,apr,325.0,1.0,180.0,7.0,yes
1044,1044,63,retired,married,primary,no,12067.0,no,no,telephone,29.0,apr,660.0,1.0,191.0,1.0,yes
1045,1045,63,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,may,263.0,1.0,181.0,2.0,yes
1046,1046,63,retired,married,secondary,no,1486.0,no,no,cellular,14.0,may,698.0,5.0,316.0,3.0,no
1047,1047,63,blue-collar,married,secondary,no,641.0,no,no,cellular,27.0,may,417.0,2.0,-1.0,0.0,yes
1048,1048,63,retired,divorced,secondary,no,1490.0,no,no,cellular,8.0,jun,506.0,1.0,-1.0,0.0,yes
1049,1049,63,retired,married,primary,no,48.0,no,no,cellular,9.0,jun,251.0,1.0,-1.0,0.0,yes
1050,1050,63,retired,married,secondary,no,23047.0,no,no,cellular,17.0,jun,530.0,1.0,139.0,2.0,no
1051,1051,63,retired,married,secondary,no,2896.0,no,no,cellular,1.0,jul,304.0,1.0,119.0,2.0,yes
1052,1052,63,retired,married,tertiary,no,4692.0,yes,no,cellular,13.0,jul,88.0,1.0,181.0,2.0,no
1053,1053,63,blue-collar,married,secondary,no,180.0,no,no,cellular,15.0,jul,390.0,2.0,182.0,5.0,yes
1054,1054,63,management,married,tertiary,no,2785.0,no,no,cellular,2.0,aug,341.0,2.0,392.0,3.0,yes
1055,1055,63,entrepreneur,married,secondary,no,3904.0,no,no,telephone,4.0,aug,250.0,2.0,187.0,2.0,yes
1056,1056,63,admin.,married,secondary,no,0.0,yes,no,cellular,31.0,aug,253.0,5.0,-1.0,0.0,yes
1057,1057,63,unknown,married,secondary,no,367.0,no,no,telephone,2.0,sep,173.0,1.0,182.0,7.0,no
1058,1058,63,admin.,divorced,secondary,no,4680.0,no,no,cellular,15.0,sep,953.0,2.0,-1.0,0.0,yes
1059,1059,63,management,married,tertiary,no,0.0,no,no,cellular,12.0,oct,130.0,2.0,182.0,6.0,no
1060,1060,63,retired,single,tertiary,no,791.0,no,no,cellular,21.0,oct,212.0,2.0,-1.0,0.0,yes
1061,1061,63,retired,married,secondary,no,1495.0,no,no,cellular,25.0,oct,389.0,1.0,195.0,4.0,yes
1062,1062,63,entrepreneur,married,secondary,no,3904.0,no,no,telephone,8.0,nov,360.0,1.0,96.0,4.0,yes
1063,1063,63,retired,married,primary,no,3738.0,no,no,telephone,9.0,nov,301.0,1.0,456.0,4.0,no
1064,1064,63,retired,married,secondary,no,1495.0,no,no,cellular,16.0,nov,138.0,1.0,22.0,5.0,no
1065,1065,62,retired,married,secondary,no,816.0,no,no,cellular,1.0,sep,28.0,2.0,-1.0,0.0,no
1066,1066,62,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,nov,227.0,2.0,-1.0,0.0,yes
1067,1067,62,management,married,tertiary,no,1859.0,no,no,telephone,6.0,aug,245.0,3.0,-1.0,0.0,yes
1068,1068,62,management,married,tertiary,no,0.0,no,no,cellular,13.0,oct,78.0,3.0,-1.0,0.0,no
1069,1069,62,housemaid,married,secondary,no,565.0,no,no,cellular,4.0,sep,123.0,3.0,-1.0,0.0,no
1070,1070,62,unknown,married,secondary,no,367.0,no,no,telephone,2.0,mar,139.0,5.0,-1.0,0.0,no
1071,1071,62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,oct,216.0,1.0,183.0,4.0,yes
1072,1072,62,technician,married,secondary,no,973.0,no,no,cellular,2.0,feb,326.0,1.0,-1.0,0.0,yes
1073,1073,62,retired,married,secondary,no,1495.0,no,no,cellular,2.0,feb,265.0,1.0,-1.0,0.0,yes
1074,1074,62,self-employed,married,tertiary,no,3685.0,no,no,cellular,3.0,feb,181.0,3.0,-1.0,0.0,no
1075,1075,62,management,divorced,tertiary,no,5943.0,no,no,telephone,17.0,feb,196.0,4.0,-1.0,0.0,yes
1076,1076,62,retired,married,unknown,no,800.0,no,no,cellular,17.0,feb,737.0,1.0,-1.0,0.0,yes
1077,1077,62,housemaid,married,unknown,no,2021.0,no,no,telephone,26.0,feb,361.0,1.0,-1.0,0.0,yes
1078,1078,62,unknown,married,secondary,no,367.0,no,no,telephone,2.0,mar,139.0,5.0,-1.0,0.0,no
1079,1079,62,management,married,secondary,no,4562.0,yes,no,cellular,3.0,mar,168.0,1.0,-1.0,0.0,yes
1080,1080,62,self-employed,married,tertiary,no,4886.0,yes,no,telephone,16.0,mar,44.0,1.0,-1.0,0.0,no
1081,1081,62,retired,married,primary,no,1084.0,no,no,cellular,14.0,apr,505.0,1.0,-1.0,0.0,yes
1082,1082,62,housemaid,married,tertiary,no,1528.0,no,no,cellular,14.0,apr,496.0,1.0,-1.0,0.0,yes
1083,1083,62,blue-collar,married,secondary,no,180.0,no,no,cellular,15.0,apr,389.0,2.0,-1.0,0.0,yes
1084,1084,62,unemployed,married,secondary,no,1625.0,no,no,telephone,23.0,apr,155.0,1.0,-1.0,0.0,no
1085,1085,62,retired,married,secondary,no,1486.0,no,no,cellular,28.0,apr,56.0,2.0,-1.0,0.0,no
1086,1086,62,blue-collar,married,primary,no,115.0,no,no,telephone,29.0,apr,75.0,3.0,-1.0,0.0,no
1087,1087,62,management,married,tertiary,no,2785.0,no,no,cellular,6.0,jul,270.0,3.0,-1.0,0.0,yes
1088,1088,62,retired,married,secondary,no,3.0,no,no,cellular,4.0,aug,151.0,1.0,-1.0,0.0,no
1089,1089,62,retired,married,secondary,no,3340.0,no,no,cellular,4.0,aug,259.0,1.0,35.0,1.0,no
1090,1090,62,retired,married,secondary,no,4829.0,no,no,cellular,6.0,aug,116.0,1.0,-1.0,0.0,no
1091,1091,62,retired,married,primary,no,3738.0,no,no,telephone,10.0,aug,151.0,3.0,185.0,1.0,no
1092,1092,62,management,married,tertiary,no,10373.0,no,no,cellular,12.0,aug,344.0,3.0,-1.0,0.0,no
1093,1093,62,management,married,tertiary,no,557.0,no,no,cellular,14.0,aug,185.0,1.0,-1.0,0.0,yes
1094,1094,62,retired,married,secondary,no,1495.0,no,no,cellular,17.0,aug,606.0,1.0,196.0,1.0,yes
1095,1095,62,self-employed,divorced,secondary,no,0.0,yes,no,cellular,20.0,aug,158.0,1.0,-1.0,0.0,yes
1096,1096,62,unemployed,married,secondary,no,780.0,no,no,cellular,28.0,aug,162.0,2.0,-1.0,0.0,yes
1097,1097,62,retired,married,secondary,no,13.0,no,no,telephone,28.0,aug,36.0,1.0,-1.0,0.0,no
1098,1098,62,retired,married,secondary,no,816.0,no,no,cellular,1.0,sep,28.0,2.0,-1.0,0.0,no
1099,1099,62,management,married,tertiary,no,0.0,no,no,cellular,3.0,sep,299.0,1.0,-1.0,0.0,yes
1100,1100,62,housemaid,married,secondary,no,565.0,no,no,cellular,4.0,sep,123.0,3.0,-1.0,0.0,no
1101,1101,62,unknown,married,secondary,no,367.0,no,no,telephone,7.0,sep,221.0,1.0,189.0,5.0,no
1102,1102,62,retired,married,secondary,no,495.0,no,yes,telephone,9.0,sep,494.0,2.0,-1.0,0.0,no
1103,1103,62,retired,married,primary,no,383.0,no,no,cellular,10.0,sep,276.0,1.0,-1.0,0.0,no
1104,1104,62,retired,married,secondary,no,1495.0,no,no,cellular,13.0,oct,896.0,1.0,57.0,2.0,yes
1105,1105,62,management,married,tertiary,no,0.0,no,no,cellular,13.0,oct,78.0,3.0,-1.0,0.0,no
1106,1106,62,services,married,primary,no,276.0,no,no,cellular,14.0,oct,80.0,2.0,-1.0,0.0,no
1107,1107,62,retired,married,tertiary,no,4692.0,yes,no,cellular,15.0,oct,73.0,1.0,-1.0,0.0,no
1108,1108,62,retired,married,primary,no,0.0,no,no,telephone,15.0,oct,280.0,1.0,-1.0,0.0,no
1109,1109,62,housemaid,married,tertiary,no,1528.0,no,no,cellular,15.0,oct,134.0,2.0,184.0,1.0,yes
1110,1110,62,retired,married,primary,no,1515.0,yes,no,cellular,19.0,oct,131.0,1.0,187.0,2.0,no
1111,1111,62,blue-collar,married,primary,no,1381.0,no,no,cellular,19.0,oct,1020.0,1.0,-1.0,0.0,no
1112,1112,62,management,divorced,tertiary,no,1619.0,no,no,cellular,19.0,oct,534.0,1.0,-1.0,0.0,no
1113,1113,62,blue-collar,married,primary,no,115.0,no,no,telephone,29.0,oct,157.0,4.0,183.0,3.0,no
1114,1114,62,management,married,tertiary,no,7458.0,no,no,cellular,30.0,oct,212.0,2.0,-1.0,0.0,yes
1115,1115,62,housemaid,married,secondary,no,2.0,no,no,cellular,3.0,nov,322.0,1.0,-1.0,0.0,yes
1116,1116,62,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,nov,227.0,2.0,-1.0,0.0,yes
1117,1117,62,technician,married,secondary,no,135.0,yes,no,telephone,16.0,nov,446.0,13.0,96.0,1.0,no
1118,1118,62,retired,married,secondary,no,298.0,no,no,cellular,17.0,nov,709.0,2.0,-1.0,0.0,yes
1119,1119,62,management,married,tertiary,no,10373.0,no,no,cellular,17.0,nov,140.0,3.0,97.0,3.0,no
1120,1120,62,retired,married,tertiary,no,0.0,no,no,cellular,17.0,dec,188.0,2.0,-1.0,0.0,no
1121,1121,62,retired,married,tertiary,no,4692.0,yes,no,cellular,13.0,jan,113.0,1.0,90.0,1.0,no
1122,1122,62,blue-collar,married,secondary,no,180.0,no,no,cellular,14.0,jan,183.0,1.0,90.0,4.0,yes
1123,1123,62,retired,married,secondary,no,243.0,no,no,cellular,25.0,jan,117.0,1.0,280.0,1.0,no
1124,1124,62,technician,married,unknown,no,4727.0,yes,no,telephone,28.0,jan,80.0,4.0,90.0,4.0,no
1125,1125,62,entrepreneur,married,secondary,no,3904.0,no,no,telephone,29.0,jan,403.0,2.0,-1.0,0.0,yes
1126,1126,62,retired,married,secondary,no,569.0,no,no,cellular,4.0,feb,94.0,5.0,184.0,1.0,yes
1127,1127,62,management,married,tertiary,no,3371.0,no,no,cellular,25.0,mar,187.0,1.0,178.0,2.0,yes
1128,1128,62,retired,married,secondary,no,2917.0,no,no,cellular,12.0,apr,147.0,1.0,188.0,1.0,no
1129,1129,62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,apr,103.0,1.0,182.0,3.0,yes
1130,1130,62,management,married,tertiary,no,0.0,no,no,cellular,13.0,apr,113.0,3.0,182.0,3.0,no
1131,1131,62,retired,married,primary,no,1515.0,yes,no,cellular,15.0,apr,98.0,4.0,178.0,3.0,no
1132,1132,62,technician,married,unknown,no,635.0,no,no,cellular,22.0,apr,292.0,4.0,247.0,1.0,no
1133,1133,62,management,married,tertiary,no,997.0,no,no,cellular,22.0,apr,554.0,1.0,304.0,2.0,yes
1134,1134,62,management,married,tertiary,no,1456.0,no,no,cellular,10.0,may,522.0,6.0,-1.0,0.0,no
1135,1135,62,retired,married,secondary,no,3114.0,no,no,cellular,18.0,may,243.0,2.0,186.0,1.0,yes
1136,1136,62,management,married,tertiary,no,5008.0,no,no,telephone,4.0,jun,139.0,2.0,-1.0,0.0,no
1137,1137,62,management,married,tertiary,no,0.0,yes,yes,cellular,4.0,jun,106.0,1.0,64.0,3.0,no
1138,1138,62,retired,married,primary,no,1742.0,no,no,cellular,14.0,jun,167.0,2.0,98.0,6.0,yes
1139,1139,62,retired,married,secondary,no,569.0,no,no,cellular,3.0,aug,187.0,2.0,180.0,6.0,yes
1140,1140,62,retired,married,secondary,no,569.0,no,no,cellular,4.0,aug,288.0,1.0,1.0,8.0,yes
1141,1141,62,management,married,tertiary,no,1859.0,no,no,telephone,6.0,aug,245.0,3.0,-1.0,0.0,yes
1142,1142,62,blue-collar,married,secondary,no,272.0,no,no,cellular,11.0,aug,146.0,1.0,286.0,2.0,yes
1143,1143,62,unemployed,married,primary,no,532.0,no,no,cellular,31.0,aug,298.0,2.0,300.0,1.0,no
1144,1144,62,management,married,secondary,no,1128.0,no,no,cellular,2.0,sep,236.0,1.0,290.0,3.0,yes
1145,1145,62,retired,married,secondary,no,2801.0,yes,yes,cellular,9.0,sep,261.0,1.0,183.0,1.0,yes
1146,1146,62,admin.,married,secondary,no,4608.0,no,no,cellular,14.0,sep,706.0,1.0,186.0,1.0,no
1147,1147,62,retired,married,tertiary,no,2557.0,yes,no,cellular,14.0,sep,211.0,1.0,216.0,7.0,yes
1148,1148,62,retired,married,secondary,no,2917.0,no,no,cellular,11.0,oct,123.0,2.0,182.0,2.0,no
1149,1149,62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,oct,216.0,1.0,183.0,4.0,yes
1150,1150,62,retired,married,tertiary,no,2557.0,yes,no,cellular,10.0,nov,404.0,1.0,57.0,8.0,yes
1151,1151,62,blue-collar,married,secondary,no,272.0,no,no,cellular,11.0,nov,289.0,1.0,92.0,3.0,yes
1152,1152,61,admin.,married,unknown,no,4629.0,yes,no,cellular,27.0,jan,181.0,1.0,92.0,1.0,yes
1153,1153,61,admin.,married,secondary,no,4608.0,no,no,cellular,12.0,mar,212.0,1.0,-1.0,0.0,yes
1154,1154,61,retired,married,secondary,no,5207.0,no,no,cellular,11.0,sep,336.0,1.0,81.0,2.0,no
1155,1155,61,management,married,tertiary,no,6016.0,no,no,cellular,2.0,feb,670.0,3.0,-1.0,0.0,yes
1156,1156,61,blue-collar,married,primary,no,625.0,yes,no,unknown,19.0,may,158.0,2.0,-1.0,0.0,no
1157,1157,61,retired,married,secondary,no,2917.0,no,no,cellular,6.0,oct,215.0,1.0,-1.0,0.0,yes
1158,1158,61,management,married,secondary,no,985.0,no,no,cellular,18.0,aug,998.0,6.0,-1.0,0.0,yes
1159,1159,61,housemaid,married,primary,no,848.0,no,no,cellular,27.0,apr,605.0,1.0,187.0,1.0,no
1160,1160,61,technician,married,secondary,no,1191.0,no,no,cellular,21.0,may,214.0,4.0,-1.0,0.0,yes
1161,1161,61,retired,married,secondary,no,313.0,no,yes,unknown,3.0,jul,42.0,1.0,-1.0,0.0,no
1162,1162,61,retired,married,primary,no,1060.0,yes,no,unknown,13.0,may,118.0,1.0,-1.0,0.0,no
1163,1163,61,management,married,secondary,no,1471.0,no,no,cellular,12.0,aug,331.0,2.0,-1.0,0.0,no
1164,1164,61,self-employed,divorced,tertiary,no,6610.0,no,no,cellular,24.0,feb,481.0,2.0,-1.0,0.0,yes
1165,1165,61,management,married,tertiary,no,997.0,no,no,cellular,10.0,mar,106.0,1.0,-1.0,0.0,yes
1166,1166,61,retired,married,secondary,no,76.0,yes,no,cellular,15.0,jul,195.0,7.0,-1.0,0.0,no
1167,1167,61,management,married,secondary,no,967.0,no,no,cellular,20.0,aug,180.0,1.0,-1.0,0.0,no
1168,1168,61,blue-collar,divorced,primary,no,1428.0,yes,no,unknown,5.0,may,82.0,2.0,-1.0,0.0,no
1169,1169,61,retired,married,secondary,no,195.0,yes,yes,unknown,6.0,may,179.0,1.0,-1.0,0.0,no
1170,1170,61,blue-collar,married,primary,no,734.0,yes,no,unknown,8.0,may,204.0,1.0,-1.0,0.0,no
1171,1171,61,retired,married,primary,no,1060.0,yes,no,unknown,13.0,may,118.0,1.0,-1.0,0.0,no
1172,1172,61,retired,married,secondary,no,4248.0,yes,no,unknown,14.0,may,71.0,1.0,-1.0,0.0,no
1173,1173,61,retired,married,secondary,no,280.0,yes,no,unknown,15.0,may,88.0,3.0,-1.0,0.0,no
1174,1174,61,blue-collar,married,primary,no,625.0,yes,no,unknown,19.0,may,158.0,2.0,-1.0,0.0,no
1175,1175,61,retired,divorced,secondary,no,1857.0,yes,no,unknown,28.0,may,173.0,4.0,-1.0,0.0,no
1176,1176,61,retired,married,primary,no,-156.0,yes,yes,unknown,2.0,jun,283.0,5.0,-1.0,0.0,no
1177,1177,61,retired,married,primary,no,296.0,yes,yes,unknown,3.0,jun,323.0,2.0,-1.0,0.0,no
1178,1178,61,housemaid,married,unknown,no,0.0,no,no,unknown,5.0,jun,118.0,1.0,-1.0,0.0,no
1179,1179,61,retired,married,secondary,no,173.0,no,no,unknown,9.0,jun,182.0,2.0,-1.0,0.0,no
1180,1180,61,retired,married,secondary,no,296.0,no,no,unknown,17.0,jun,18.0,1.0,-1.0,0.0,no
1181,1181,61,entrepreneur,divorced,secondary,no,369.0,no,no,unknown,18.0,jun,82.0,1.0,-1.0,0.0,no
1182,1182,61,unknown,married,tertiary,no,50.0,no,no,unknown,19.0,jun,216.0,2.0,-1.0,0.0,no
1183,1183,61,retired,married,secondary,no,313.0,no,yes,unknown,3.0,jul,42.0,1.0,-1.0,0.0,no
1184,1184,61,retired,married,unknown,no,-492.0,no,yes,unknown,4.0,jul,333.0,1.0,-1.0,0.0,no
1185,1185,61,retired,married,secondary,no,76.0,yes,no,cellular,15.0,jul,195.0,7.0,-1.0,0.0,no
1186,1186,61,technician,married,secondary,no,50.0,yes,no,cellular,22.0,jul,213.0,5.0,-1.0,0.0,no
1187,1187,61,retired,married,secondary,no,479.0,no,no,cellular,22.0,jul,464.0,5.0,-1.0,0.0,no
1188,1188,61,retired,divorced,secondary,no,291.0,no,no,cellular,24.0,jul,286.0,5.0,-1.0,0.0,no
1189,1189,61,retired,divorced,secondary,no,410.0,no,yes,cellular,31.0,jul,470.0,4.0,-1.0,0.0,no
1190,1190,61,retired,married,secondary,no,77.0,no,no,cellular,6.0,aug,455.0,4.0,-1.0,0.0,yes
1191,1191,61,housemaid,married,tertiary,no,746.0,no,no,cellular,7.0,aug,108.0,4.0,-1.0,0.0,no
1192,1192,61,housemaid,married,primary,no,368.0,no,no,cellular,8.0,aug,62.0,3.0,-1.0,0.0,no
1193,1193,61,blue-collar,married,primary,no,1115.0,no,no,cellular,14.0,aug,197.0,4.0,-1.0,0.0,no
1194,1194,61,retired,married,primary,no,0.0,yes,yes,telephone,18.0,aug,280.0,13.0,-1.0,0.0,no
1195,1195,61,management,married,secondary,no,985.0,no,no,cellular,18.0,aug,998.0,6.0,-1.0,0.0,yes
1196,1196,61,management,married,tertiary,no,7935.0,no,no,cellular,26.0,aug,427.0,17.0,-1.0,0.0,no
1197,1197,61,retired,married,secondary,no,0.0,no,no,cellular,2.0,feb,75.0,1.0,-1.0,0.0,no
1198,1198,61,housemaid,single,unknown,no,893.0,no,no,telephone,2.0,feb,324.0,1.0,-1.0,0.0,no
1199,1199,61,management,married,tertiary,no,6016.0,no,no,cellular,2.0,feb,670.0,3.0,-1.0,0.0,yes
1200,1200,61,blue-collar,single,primary,no,433.0,no,no,cellular,5.0,feb,346.0,1.0,-1.0,0.0,no
1201,1201,61,retired,married,primary,no,3738.0,no,no,telephone,6.0,feb,188.0,1.0,-1.0,0.0,no
1202,1202,61,retired,married,tertiary,no,1257.0,no,no,cellular,10.0,feb,503.0,1.0,-1.0,0.0,yes
1203,1203,61,retired,married,primary,no,197.0,no,no,cellular,17.0,feb,113.0,1.0,-1.0,0.0,yes
1204,1204,61,technician,married,tertiary,no,1263.0,no,no,telephone,18.0,feb,176.0,4.0,-1.0,0.0,no
1205,1205,61,retired,married,tertiary,no,32685.0,no,no,cellular,2.0,mar,1447.0,2.0,-1.0,0.0,yes
1206,1206,61,management,married,tertiary,no,997.0,no,no,cellular,10.0,mar,106.0,1.0,-1.0,0.0,yes
1207,1207,61,admin.,married,tertiary,no,1332.0,no,no,cellular,12.0,mar,156.0,1.0,-1.0,0.0,yes
1208,1208,61,management,married,tertiary,no,5157.0,no,no,cellular,13.0,mar,432.0,1.0,-1.0,0.0,no
1209,1209,61,technician,married,tertiary,no,0.0,no,no,cellular,3.0,apr,224.0,1.0,-1.0,0.0,no
1210,1210,61,housemaid,married,tertiary,no,1389.0,no,no,cellular,8.0,apr,250.0,1.0,-1.0,0.0,no
1211,1211,61,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,14.0,apr,133.0,2.0,-1.0,0.0,yes
1212,1212,61,retired,married,primary,no,1515.0,yes,no,cellular,15.0,apr,253.0,2.0,-1.0,0.0,no
1213,1213,61,management,married,tertiary,no,0.0,yes,no,cellular,15.0,apr,114.0,1.0,-1.0,0.0,no
1214,1214,61,retired,divorced,primary,no,876.0,no,no,cellular,17.0,apr,40.0,9.0,-1.0,0.0,no
1215,1215,61,management,single,tertiary,no,2.0,no,no,cellular,20.0,apr,122.0,3.0,-1.0,0.0,no
1216,1216,61,management,married,tertiary,no,267.0,no,no,cellular,20.0,apr,190.0,1.0,-1.0,0.0,yes
1217,1217,61,retired,married,secondary,no,243.0,no,no,cellular,20.0,apr,194.0,1.0,-1.0,0.0,yes
1218,1218,61,retired,divorced,secondary,no,927.0,no,no,cellular,30.0,apr,427.0,3.0,-1.0,0.0,yes
1219,1219,61,retired,divorced,secondary,no,0.0,no,no,cellular,5.0,may,272.0,3.0,-1.0,0.0,no
1220,1220,61,management,married,tertiary,no,997.0,no,no,cellular,22.0,jun,269.0,1.0,104.0,1.0,yes
1221,1221,61,retired,married,secondary,no,3340.0,no,no,cellular,30.0,jun,224.0,1.0,-1.0,0.0,no
1222,1222,61,retired,married,secondary,no,13164.0,no,no,cellular,1.0,jul,92.0,1.0,-1.0,0.0,no
1223,1223,61,retired,married,secondary,no,123.0,no,no,cellular,7.0,jul,112.0,2.0,-1.0,0.0,no
1224,1224,61,unknown,single,primary,no,50.0,no,no,telephone,21.0,jul,465.0,6.0,-1.0,0.0,no
1225,1225,61,blue-collar,married,primary,no,7879.0,no,no,telephone,28.0,jul,186.0,9.0,-1.0,0.0,no
1226,1226,61,retired,married,secondary,no,569.0,no,no,cellular,4.0,aug,219.0,1.0,-1.0,0.0,yes
1227,1227,61,management,married,tertiary,no,175.0,no,no,telephone,5.0,aug,270.0,2.0,-1.0,0.0,yes
1228,1228,61,retired,married,tertiary,no,3140.0,yes,yes,cellular,6.0,aug,975.0,4.0,98.0,1.0,yes
1229,1229,61,self-employed,divorced,tertiary,no,52587.0,no,no,cellular,10.0,aug,290.0,1.0,-1.0,0.0,yes
1230,1230,61,retired,married,tertiary,no,2557.0,yes,no,cellular,11.0,aug,139.0,3.0,190.0,1.0,yes
1231,1231,61,management,single,tertiary,no,2.0,no,no,cellular,12.0,aug,131.0,1.0,114.0,3.0,yes
1232,1232,61,management,married,secondary,no,1471.0,no,no,cellular,12.0,aug,331.0,2.0,-1.0,0.0,no
1233,1233,61,management,married,secondary,no,1128.0,no,no,cellular,18.0,aug,243.0,2.0,-1.0,0.0,no
1234,1234,61,management,married,secondary,no,967.0,no,no,cellular,20.0,aug,180.0,1.0,-1.0,0.0,no
1235,1235,61,admin.,married,secondary,no,1046.0,yes,no,cellular,21.0,aug,158.0,1.0,-1.0,0.0,yes
1236,1236,61,retired,married,secondary,no,399.0,no,no,cellular,26.0,aug,81.0,1.0,-1.0,0.0,no
1237,1237,61,retired,married,primary,no,1742.0,no,no,cellular,11.0,sep,90.0,4.0,-1.0,0.0,no
1238,1238,61,retired,married,secondary,no,5207.0,no,no,cellular,11.0,sep,336.0,1.0,81.0,2.0,no
1239,1239,61,unemployed,married,primary,no,1.0,no,no,cellular,25.0,sep,85.0,1.0,-1.0,0.0,no
1240,1240,61,management,married,tertiary,no,3371.0,no,no,cellular,28.0,sep,299.0,2.0,-1.0,0.0,yes
1241,1241,61,management,married,tertiary,no,1224.0,no,no,cellular,1.0,oct,99.0,1.0,-1.0,0.0,no
1242,1242,61,retired,married,secondary,no,2917.0,no,no,cellular,6.0,oct,215.0,1.0,-1.0,0.0,yes
1243,1243,61,management,married,tertiary,no,2931.0,no,no,cellular,6.0,oct,125.0,1.0,-1.0,0.0,no
1244,1244,61,retired,married,secondary,no,286.0,no,no,cellular,7.0,oct,525.0,1.0,-1.0,0.0,no
1245,1245,61,housemaid,married,tertiary,no,1389.0,no,no,cellular,8.0,oct,92.0,3.0,183.0,1.0,no
1246,1246,61,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,oct,210.0,1.0,182.0,2.0,yes
1247,1247,61,technician,married,primary,no,6384.0,no,no,cellular,16.0,oct,55.0,2.0,-1.0,0.0,no
1248,1248,61,management,married,tertiary,no,0.0,no,no,cellular,16.0,oct,136.0,2.0,-1.0,0.0,yes
1249,1249,61,technician,divorced,secondary,no,6481.0,no,no,cellular,19.0,oct,131.0,1.0,-1.0,0.0,yes
1250,1250,61,admin.,married,secondary,no,1541.0,no,no,cellular,20.0,oct,59.0,1.0,104.0,3.0,no
1251,1251,61,management,married,tertiary,no,267.0,no,no,cellular,21.0,oct,192.0,3.0,184.0,1.0,yes
1252,1252,61,retired,married,secondary,no,86.0,no,no,cellular,23.0,oct,149.0,1.0,-1.0,0.0,yes
1253,1253,61,retired,married,secondary,no,89.0,no,no,cellular,28.0,oct,154.0,1.0,181.0,2.0,no
1254,1254,61,blue-collar,married,secondary,no,272.0,no,no,cellular,29.0,oct,318.0,1.0,269.0,1.0,no
1255,1255,61,management,married,tertiary,no,477.0,yes,no,cellular,29.0,oct,377.0,1.0,520.0,1.0,yes
1256,1256,61,retired,married,primary,no,8729.0,no,no,cellular,30.0,oct,480.0,1.0,-1.0,0.0,yes
1257,1257,61,management,married,tertiary,no,6016.0,no,no,cellular,4.0,nov,199.0,1.0,275.0,3.0,no
1258,1258,61,retired,married,tertiary,no,2557.0,yes,no,cellular,10.0,nov,89.0,1.0,91.0,4.0,yes
1259,1259,61,self-employed,married,tertiary,no,4162.0,no,no,cellular,10.0,nov,185.0,1.0,-1.0,0.0,no
1260,1260,61,retired,married,primary,no,1720.0,no,no,cellular,12.0,nov,150.0,1.0,463.0,5.0,no
1261,1261,61,management,married,secondary,no,1471.0,no,no,cellular,13.0,nov,632.0,1.0,93.0,2.0,no
1262,1262,61,retired,married,primary,no,2863.0,no,no,cellular,13.0,nov,264.0,1.0,-1.0,0.0,no
1263,1263,61,retired,married,secondary,no,3114.0,no,no,cellular,13.0,nov,381.0,1.0,-1.0,0.0,yes
1264,1264,61,retired,married,unknown,no,209.0,no,no,cellular,16.0,nov,1011.0,1.0,94.0,4.0,no
1265,1265,61,admin.,divorced,tertiary,no,89.0,no,no,cellular,24.0,nov,141.0,2.0,95.0,2.0,no
1266,1266,61,technician,married,primary,no,2282.0,no,no,cellular,25.0,nov,1092.0,1.0,-1.0,0.0,no
1267,1267,61,retired,divorced,primary,no,3624.0,no,no,cellular,25.0,nov,342.0,1.0,-1.0,0.0,yes
1268,1268,61,housemaid,married,primary,no,175.0,no,no,telephone,3.0,dec,237.0,1.0,-1.0,0.0,no
1269,1269,61,management,married,tertiary,no,0.0,yes,yes,cellular,7.0,dec,85.0,2.0,-1.0,0.0,no
